customer_id,age,annual_income,loan_amount,loan_purpose,credit_score,transaction_count,spending_ratio,join_date,default_flag
CUST00335,34.0,219761.28,154069.33,Home,593.0,50,22.95,2019-10-07,0
CUST00336,37.0,,161267.0,Car,716.0,36,25.88,2015-08-17,1
CUST00337,,440203.13,174440.2,Car,611.0,48,33.66,2022-01-20,1
CUST00338,54.0,1152175.79,68527.53,Home,830.0,50,53.77,2023-05-17,1
CUST00339,43.0,389798.67,200309.19,Car,,42,52.55,2024-08-21,1
CUST00340,53.0,793335.66,73412.58,Car,569.0,47,17.16,2017-01-19,0
CUST00341,41.0,234792.12,146107.92,Education,621.0,51,17.63,2022-02-04,0
CUST00342,39.0,264605.51,72653.18,Other,586.0,58,49.86,2021-07-17,0
CUST00343,28.0,634651.29,86302.23,Car,714.0,42,11.01,2020-02-01,1
CUST00344,38.0,760601.91,23093.2,Other,519.0,38,27.74,2025-04-09,0
CUST00345,38.0,274115.17,82359.75,Car,543.0,42,68.62,2019-11-12,1
CUST00346,23.0,447771.66,104261.14,Home,603.0,57,19.32,2019-05-16,1
CUST00347,32.0,221728.83,77185.76,Home,705.0,40,7.19,2021-01-14,0
CUST00348,34.0,404088.86,283144.55,Car,749.0,42,12.95,2025-09-04,1
CUST00349,43.0,672300.97,49144.51,Car,760.0,46,13.69,2024-12-20,0
CUST00350,43.0,355941.17,70393.15,Business,692.0,39,12.02,2023-02-21,0
CUST00351,32.0,390616.93,57358.51,Business,643.0,33,22.11,2015-12-06,1
CUST00352,43.0,251475.87,70384.88,Education,714.0,38,103.89,2018-06-17,1
CUST00353,36.0,319918.26,183294.21,Car,,40,38.64,2015-03-05,1
CUST00354,18.0,1065607.33,239622.27,Car,502.0,44,23.8,2016-02-03,0
CUST00355,33.0,458842.57,64830.05,Education,685.0,52,25.4,2024-07-23,0
CUST00356,50.0,268027.84,63971.66,Home,570.0,51,15.28,2024-05-15,1
CUST00357,20.0,377986.6,49302.14,Home,645.0,56,25.33,2016-03-06,1
CUST00358,,199045.0,216159.37,Car,660.0,46,66.6,2020-04-06,1
CUST00359,55.0,266444.21,193416.78,Home,670.0,46,28.45,2018-03-18,1
CUST00360,30.0,873418.3,92633.94,Business,725.0,35,52.32,2015-11-02,0
CUST00361,38.0,411991.83,42716.5,Home,,45,47.63,2019-05-21,0
CUST00362,24.0,1138662.73,45071.37,Home,666.0,51,100.77,2016-03-08,1
CUST00363,56.0,421816.68,109357.51,Other,615.0,43,47.03,2023-06-17,1
CUST00364,37.0,434525.82,137255.96,Other,659.0,45,96.23,2026-02-11,1
CUST00365,39.0,609532.21,28575.73,Car,602.0,52,55.03,2019-11-09,1
CUST00366,53.0,116274.17,81406.8,Car,634.0,31,33.68,2017-10-17,1
CUST00367,45.0,490151.43,260661.4,Business,859.0,40,14.18,2020-09-28,0
CUST00368,28.0,431708.88,86638.06,Home,665.0,47,52.11,2026-02-09,0
CUST00369,31.0,930074.01,241296.77,Car,686.0,45,55.18,2016-11-01,1
CUST00370,43.0,,145717.88,Home,,46,56.19,2022-10-30,1
CUST00371,31.0,250986.43,51504.9,Car,732.0,57,1.2,2016-01-27,0
CUST00372,18.0,823294.55,82817.71,Other,,54,18.92,2018-06-15,1
CUST00373,,388031.86,91380.14,Business,,35,38.29,2020-01-19,1
CUST00374,22.0,281467.82,55742.22,Other,667.0,45,20.09,2019-05-30,0
CUST00375,56.0,488234.76,55164.74,Business,733.0,43,17.52,2017-01-19,0
CUST00376,40.0,399758.27,243789.68,Education,752.0,45,15.22,2023-12-07,1
CUST00377,28.0,954776.59,54917.3,Business,673.0,53,6.21,2022-09-26,1
CUST00378,,524557.86,188539.28,Business,641.0,44,36.83,2020-01-02,1
CUST00379,18.0,490327.82,75971.18,Car,722.0,43,16.53,2019-10-24,0
CUST00380,26.0,694066.84,97208.79,Home,578.0,54,19.35,2015-11-10,0
CUST00381,49.0,764086.14,138289.78,Education,593.0,55,23.8,2022-08-04,1
CUST00382,63.0,654614.99,68931.24,Home,646.0,47,41.19,2017-08-22,0
CUST00383,46.0,899623.6,138793.51,Car,511.0,45,33.02,2018-06-17,1
CUST00384,37.0,599793.8,28915.76,Home,716.0,32,31.9,2024-11-20,1
CUST00385,33.0,481097.74,128518.02,Education,573.0,42,2.54,2022-05-19,1
CUST00386,27.0,822074.28,22446.32,Home,612.0,27,53.02,2023-01-01,1
CUST00387,61.0,422756.62,86154.03,Home,633.0,39,80.6,2018-01-16,0
CUST00388,36.0,,164809.54,Car,653.0,40,31.26,2020-10-04,0
CUST00389,61.0,1046318.59,143397.7,Home,623.0,47,10.65,2015-02-27,0
CUST00390,53.0,995461.83,45295.08,Other,645.0,49,17.9,2017-10-27,0
CUST00391,19.0,440608.54,48932.71,Car,645.0,53,11.1,2024-03-12,0
CUST00392,31.0,352647.49,65303.23,Car,614.0,47,74.35,2020-06-15,1
CUST00393,31.0,919501.31,110385.0,Home,588.0,39,19.26,2022-04-19,1
CUST00394,37.0,660141.3,29168.37,Business,737.0,39,32.33,2024-01-25,0
CUST00395,37.0,518031.14,97935.64,Education,482.0,41,23.06,2025-10-08,1
CUST00396,71.0,376646.98,118997.48,Car,634.0,37,39.85,2015-12-09,0
CUST00397,26.0,522222.12,83297.82,Home,612.0,44,13.38,2021-09-05,1
CUST00398,41.0,437637.3,135292.26,Business,684.0,46,31.4,2026-06-08,0
CUST00399,45.0,317372.33,112897.37,Other,534.0,46,19.41,2017-04-19,1
CUST00400,38.0,471899.43,71325.38,Car,610.0,54,57.89,2024-11-18,1
CUST00401,39.0,505201.19,30893.05,Home,642.0,43,2.89,2021-09-01,0
CUST00402,27.0,366701.14,106942.64,Home,736.0,57,21.17,2018-08-27,0
CUST00403,39.0,695170.8,55723.36,Home,677.0,35,54.15,2024-01-02,1
CUST00404,44.0,842742.05,69772.44,Business,555.0,34,49.88,2025-01-02,0
CUST00405,42.0,718520.02,131593.71,Other,,51,6.7,2016-08-21,1
CUST00406,,385337.87,231052.45,Other,721.0,46,46.15,2022-11-01,0
CUST00407,54.0,645584.09,96487.03,Business,554.0,53,12.31,2025-10-06,0
CUST00408,48.0,459999.51,137645.79,Home,644.0,38,15.69,2022-08-29,1
CUST00409,39.0,238500.58,41494.34,Other,649.0,43,52.13,2021-04-16,1
CUST00410,25.0,619312.14,114383.73,Car,619.0,32,20.82,2016-08-09,1
CUST00411,31.0,475948.92,95230.58,Car,866.0,52,6.24,2020-03-05,0
CUST00412,36.0,1618117.51,206392.82,Business,617.0,34,9.69,2025-05-30,1
CUST00413,41.0,916791.57,71376.57,Home,,42,27.99,2024-03-08,1
CUST00414,33.0,631324.38,85392.83,Business,589.0,48,20.28,2020-03-05,0
CUST00415,,501112.17,186332.63,Other,692.0,43,19.98,2018-07-20,1
CUST00416,25.0,480153.5,93412.43,Business,900.0,40,39.35,2024-03-25,0
CUST00417,20.0,267842.74,50751.43,Business,603.0,47,34.41,2026-02-14,0
CUST00418,35.0,185443.66,456333.86,Car,,51,21.45,2018-06-11,0
CUST00419,,285992.38,51680.94,Home,578.0,52,50.47,2024-04-26,1
CUST00420,27.0,431982.99,94957.05,Business,558.0,44,39.59,2018-07-16,0
CUST00421,34.0,154388.95,121541.72,Education,733.0,43,32.93,2024-07-05,0
CUST00422,23.0,3179458.21,115910.14,Other,606.0,35,17.78,2026-02-01,0
CUST00423,42.0,390894.7,88093.48,Home,457.0,44,56.02,2022-08-16,1
CUST00424,46.0,397236.35,88357.27,Car,791.0,44,19.79,2020-09-15,0
CUST00425,32.0,317787.5,85737.1,Car,586.0,41,21.25,2018-08-11,0
CUST00426,33.0,372966.21,50535.92,Business,630.0,52,75.47,2015-09-09,1
CUST00427,44.0,1047531.41,358660.5,Business,781.0,55,12.91,2015-08-09,0
CUST00428,30.0,616043.37,86509.15,Other,639.0,45,12.75,2024-08-09,1
CUST00429,29.0,334318.57,141231.91,Home,637.0,51,21.91,2022-08-08,1
CUST00430,51.0,,80757.68,Car,552.0,46,10.57,2017-08-11,1
CUST00431,48.0,436194.42,79789.07,Home,519.0,48,10.82,2021-05-06,0
CUST00432,45.0,,75111.86,Home,637.0,51,74.02,2025-02-06,1
CUST00433,48.0,,38952.28,Car,679.0,52,21.63,2022-06-12,1
CUST00434,18.0,733264.68,89646.31,Education,674.0,50,33.73,2025-07-14,1
CUST00435,53.0,358651.99,77326.76,Car,611.0,44,7.36,2016-05-08,0
CUST00436,42.0,255928.1,199369.41,Car,652.0,50,11.95,2015-11-02,0
CUST00437,49.0,432972.64,48145.35,Education,503.0,38,80.89,2022-08-30,1
CUST00438,42.0,469303.46,69822.51,Business,687.0,54,10.66,2021-09-11,1
CUST00439,39.0,164991.28,57580.3,Home,663.0,39,34.5,2022-11-29,0
CUST00440,35.0,433491.22,234572.09,Car,808.0,46,1.05,2026-04-13,0
CUST00441,42.0,682822.33,58592.09,Business,651.0,51,6.82,2016-04-02,1
CUST00442,35.0,4929959.82,138327.58,Business,575.0,50,21.36,2025-09-13,0
CUST00443,48.0,15806205.12,176680.25,Business,646.0,44,49.41,2015-09-13,0
CUST00444,21.0,826995.67,90429.54,Home,624.0,34,26.83,2021-01-13,0
CUST00445,32.0,912977.95,43213.72,Education,685.0,42,22.88,2024-07-24,0
CUST00446,60.0,1794151.86,43543.15,Other,652.0,55,41.87,2022-10-27,0
CUST00447,31.0,646338.17,165356.4,Car,549.0,57,31.07,2017-07-23,1
CUST00448,35.0,479996.99,46334.57,Car,519.0,53,5.07,2021-12-11,1
CUST00449,28.0,719901.84,124893.41,Other,671.0,53,25.52,2025-05-14,1
CUST00450,42.0,334496.53,105726.35,Home,761.0,44,18.09,2017-05-03,0
CUST00451,30.0,466887.29,123782.28,Business,656.0,56,22.22,2025-10-10,1
CUST00452,36.0,320019.17,130999.78,Business,715.0,38,17.67,2022-07-04,0
CUST00453,47.0,539820.67,56375.93,Home,731.0,47,25.78,2015-12-31,0
CUST00454,30.0,,54977.71,Business,671.0,41,35.36,2018-10-30,0
CUST00455,47.0,313807.73,151593.26,Car,585.0,42,8.28,2024-11-28,1
CUST00456,47.0,544017.47,67669.66,Business,666.0,41,14.78,2018-11-19,0
CUST00457,50.0,412975.8,18956.67,Other,747.0,45,40.92,2025-11-18,0
CUST00458,40.0,168761.11,145692.45,Business,692.0,44,44.59,2019-10-30,1
CUST00459,,213677.16,53010.39,Home,710.0,37,67.06,2018-12-09,0
CUST00460,50.0,2318574.51,130650.56,Business,,52,27.24,2024-10-17,1
CUST00461,42.0,284507.26,227679.25,Other,634.0,44,14.06,2024-01-11,0
CUST00462,28.0,544275.95,99713.61,Education,641.0,43,15.0,2017-09-27,0
CUST00463,37.0,493594.41,179415.48,Education,646.0,50,26.59,2023-12-23,1
CUST00464,54.0,753617.09,108258.66,Home,743.0,52,11.91,2017-11-18,1
CUST00465,57.0,644610.1,255878.4,Business,462.0,40,63.99,2025-04-17,1
CUST00466,54.0,756117.06,52194.67,Home,652.0,48,17.57,2015-01-31,0
CUST00467,47.0,599707.97,98230.4,Car,644.0,54,58.01,2022-08-11,0
CUST00468,24.0,491314.46,147841.64,Other,540.0,38,10.56,2016-10-12,1
CUST00469,43.0,766565.84,88058.17,Other,704.0,53,22.29,2022-10-12,0
CUST00470,24.0,700609.81,197073.37,Other,592.0,54,19.73,2026-04-01,1
CUST00471,22.0,533944.77,76174.06,Car,621.0,43,7.15,2022-09-03,1
CUST00472,41.0,835291.41,341677.53,Home,798.0,43,20.96,2019-12-27,0
CUST00473,44.0,136913.67,352680.74,Car,731.0,35,30.98,2024-06-18,0
CUST00474,48.0,382608.83,116919.76,Home,696.0,47,2.62,2017-03-30,1
CUST00475,43.0,379687.86,137524.96,Business,680.0,34,37.73,2021-03-30,0
CUST00476,44.0,787281.73,201794.04,Education,637.0,45,32.94,2026-02-05,1
CUST00477,27.0,970626.97,48420.65,Car,810.0,54,25.32,2019-02-03,0
CUST00478,37.0,214252.46,44927.26,Home,714.0,46,43.2,2015-04-24,1
CUST00479,21.0,895899.56,209787.7,Car,,45,45.29,2020-01-28,0
CUST00480,18.0,246293.06,116354.06,Business,538.0,52,127.7,2020-07-25,1
CUST00481,46.0,250044.05,86171.68,Business,695.0,30,6.79,2024-05-01,0
CUST00482,30.0,393508.19,99376.8,Home,646.0,38,70.39,2024-03-31,0
CUST00483,48.0,377338.06,23585.21,Home,536.0,46,51.13,2018-11-28,1
CUST00484,50.0,202965.51,88050.22,Car,684.0,46,32.93,2023-11-19,0
CUST00485,31.0,612276.33,62829.0,Home,628.0,47,10.74,2016-08-23,0
CUST00486,44.0,621381.94,171243.7,Other,692.0,42,18.6,2017-03-05,0
CUST00487,31.0,749394.48,179336.37,Business,685.0,41,16.52,2021-12-10,0
CUST00488,18.0,356208.79,139526.26,Home,601.0,41,23.37,2023-02-19,1
CUST00489,39.0,433743.51,125150.86,Business,701.0,37,42.02,2024-04-11,0
CUST00490,33.0,435733.64,40198.78,Car,610.0,38,61.64,2022-02-25,1
CUST00491,33.0,1028896.8,140700.09,Home,615.0,41,84.01,2016-06-20,1
CUST00492,60.0,107245.69,144010.11,Education,607.0,39,18.72,2022-10-05,1
CUST00493,21.0,274176.63,208379.37,Home,740.0,46,29.22,2019-12-07,1
CUST00494,42.0,443640.76,351837.92,Car,628.0,49,12.64,2018-01-22,0
CUST00495,27.0,257098.58,35755.65,Business,760.0,52,52.75,2018-11-24,0
CUST00496,,388807.57,78191.32,Other,793.0,48,34.46,2024-04-26,0
CUST00497,41.0,415385.48,404748.21,Car,591.0,50,21.72,2017-01-15,0
CUST00498,42.0,318429.68,109480.78,Education,416.0,44,6.37,2021-06-05,1
CUST00499,28.0,3494195.72,99512.76,Home,734.0,44,29.52,2015-12-15,0
CUST00500,30.0,605660.36,85780.82,Education,623.0,44,31.85,2023-05-02,0
CUST00501,48.0,393118.66,182875.82,Home,581.0,39,4.52,2016-09-21,1
CUST00502,57.0,352710.41,50978.1,Education,603.0,44,8.41,2025-10-19,0
CUST00503,43.0,407223.54,52856.03,Home,617.0,40,28.99,2025-02-19,0
CUST00504,28.0,440771.48,53394.6,Other,754.0,37,79.18,2024-10-31,1
CUST00505,42.0,185320.16,79523.15,Business,663.0,45,56.57,2019-01-03,1
CUST00506,65.0,557254.3,47232.9,Car,753.0,53,22.2,2023-12-29,0
CUST00507,39.0,353097.46,95880.42,Business,690.0,38,19.67,2016-07-18,0
CUST00508,54.0,831317.89,89384.8,Home,625.0,51,14.4,2018-04-30,1
CUST00509,,594530.17,61579.91,Business,619.0,51,13.16,2016-07-10,0
CUST00510,38.0,794154.42,166751.47,Home,695.0,46,20.82,2015-08-16,0
CUST00511,45.0,266864.98,95253.75,Home,716.0,31,95.07,2019-03-21,0
CUST00512,42.0,367436.83,186761.64,Business,730.0,50,19.55,2021-08-09,1
CUST00513,30.0,237701.45,87813.46,Car,629.0,46,25.8,2024-11-29,1
CUST00514,29.0,310955.28,97293.07,Education,664.0,29,8.99,2015-05-25,0
CUST00515,49.0,,70426.9,Education,697.0,42,38.76,2019-09-05,0
CUST00516,51.0,930749.35,98299.29,Home,619.0,53,25.47,2023-03-18,1
CUST00517,55.0,249180.63,151348.25,Home,559.0,47,18.64,2017-04-26,1
CUST00518,58.0,351815.15,77126.29,Education,585.0,41,11.09,2023-06-21,1
CUST00519,39.0,425875.43,134732.58,Education,,48,13.72,2021-07-21,0
CUST00520,35.0,592912.92,60618.28,Home,703.0,36,17.65,2021-06-21,1
CUST00521,53.0,183522.92,155660.14,Car,751.0,50,18.57,2016-06-08,0
CUST00522,46.0,198491.18,69707.03,Education,542.0,45,10.99,2016-12-06,0
CUST00523,27.0,565131.13,164556.28,Business,602.0,38,23.7,2025-01-31,1
CUST00524,27.0,,102394.26,Business,621.0,35,30.04,2025-01-24,0
CUST00525,43.0,353840.42,245873.45,Car,714.0,43,43.72,2020-03-14,1
CUST00526,36.0,479762.23,49392.77,Education,608.0,43,76.28,2021-11-06,1
CUST00527,38.0,544614.23,40712.64,Education,616.0,40,4.39,2021-03-25,0
CUST00528,50.0,412149.3,68204.76,Car,537.0,46,33.39,2020-12-01,1
CUST00529,46.0,368472.6,43011.96,Home,689.0,44,20.3,2023-03-09,0
CUST00530,53.0,674876.8,43060.4,Home,637.0,51,3.08,2021-07-10,1
CUST00531,,510222.9,143333.66,Business,598.0,39,15.29,2016-06-09,1
CUST00532,41.0,320132.96,98468.57,Home,629.0,32,40.58,2015-12-14,0
CUST00533,46.0,450837.14,74027.46,Education,740.0,41,36.92,2024-10-09,1
CUST00534,,535836.58,78262.39,Education,570.0,47,27.98,2023-07-06,0
CUST00535,31.0,1044572.87,68985.9,Car,583.0,58,14.01,2017-04-14,1
CUST00536,29.0,655505.41,265726.14,Business,750.0,37,63.19,2015-09-13,0
CUST00537,38.0,812018.52,63493.74,Business,656.0,35,9.8,2017-07-10,0
CUST00538,56.0,326014.23,44654.92,Home,704.0,47,18.85,2021-08-25,0
CUST00539,60.0,,159154.45,Business,682.0,39,21.64,2021-09-16,1
CUST00540,29.0,393292.94,86729.26,Education,647.0,48,24.06,2016-12-11,0
CUST00541,44.0,411767.31,335462.08,Car,622.0,41,106.89,2017-01-09,0
CUST00542,44.0,267262.75,71989.58,Business,717.0,50,72.1,2017-05-21,0
CUST00543,42.0,833148.2,163994.88,Business,743.0,47,36.09,2020-02-04,1
CUST00544,42.0,688090.62,188965.25,Car,737.0,40,25.61,2017-09-06,1
CUST00545,41.0,379709.24,72200.23,Other,555.0,44,25.39,2020-03-30,1
CUST00546,57.0,609781.1,63211.88,Education,754.0,38,42.69,2015-03-02,0
CUST00547,50.0,494572.77,154017.25,Education,621.0,49,55.19,2025-10-04,1
CUST00548,26.0,634069.59,139376.63,Home,590.0,46,9.58,2025-04-01,0
CUST00549,47.0,225899.71,42346.2,Home,636.0,41,76.76,2018-11-22,1
CUST00550,48.0,411337.56,50158.27,Car,716.0,36,34.82,2024-03-30,1
CUST00551,41.0,,21550.23,Education,693.0,48,16.46,2021-02-25,0
CUST00552,,604296.98,141101.13,Education,630.0,40,23.0,2015-05-12,0
CUST00553,40.0,323120.69,84364.64,Business,950.0,48,36.17,2018-04-10,0
CUST00554,40.0,126757.95,89564.09,Home,,50,37.43,2015-08-28,0
CUST00555,39.0,257596.62,35779.61,Business,604.0,47,11.15,2023-02-20,0
CUST00556,18.0,429113.19,51079.5,Business,593.0,52,24.64,2023-12-31,1
CUST00557,37.0,456773.13,74103.99,Business,683.0,47,29.96,2022-02-03,1
CUST00558,31.0,1026714.09,65946.87,Business,643.0,50,55.77,2015-01-29,0
CUST00559,25.0,592065.9,105947.78,Business,540.0,54,59.88,2017-09-17,1
CUST00560,54.0,460821.08,140095.68,Home,718.0,37,8.56,2020-05-22,0
CUST00561,44.0,3623416.79,385296.15,Business,612.0,49,26.59,2016-08-30,1
CUST00562,38.0,768419.96,97537.26,Other,777.0,38,15.75,2016-03-26,0
CUST00563,32.0,329372.55,192767.79,Education,538.0,41,35.58,2018-07-01,1
CUST00564,41.0,412444.98,59994.99,Home,636.0,45,103.37,2021-10-19,1
CUST00565,49.0,256624.94,36135.54,Other,594.0,38,51.37,2016-01-07,0
CUST00566,29.0,899372.9,79907.02,Home,572.0,42,37.85,2026-06-23,1
CUST00567,38.0,538342.08,37849.27,Car,611.0,41,45.53,2020-04-10,0
CUST00568,48.0,310592.91,99588.69,Home,792.0,32,68.69,2016-12-23,0
CUST00569,18.0,417806.0,61804.26,Car,661.0,47,48.26,2015-03-26,1
CUST00570,37.0,570817.82,30559.69,Car,587.0,38,10.01,2025-12-30,1
CUST00571,33.0,390288.13,279739.78,Car,504.0,52,80.61,2021-11-01,1
CUST00572,37.0,338664.32,71500.73,Other,512.0,59,28.58,2024-12-12,1
CUST00573,32.0,318973.45,36953.97,Car,607.0,39,34.57,2023-12-05,0
CUST00574,40.0,524122.62,169211.23,Education,599.0,58,59.83,2026-05-01,0
CUST00575,59.0,369894.41,63756.82,Business,632.0,51,100.1,2025-03-24,0
CUST00576,34.0,352611.14,189870.9,Business,468.0,50,18.79,2023-10-22,0
CUST00577,41.0,226832.95,63574.22,Home,643.0,50,57.63,2024-10-13,0
CUST00578,60.0,459925.73,71357.76,Home,732.0,55,17.88,2024-11-06,0
CUST00579,32.0,404088.13,121406.42,Education,780.0,35,32.54,2017-12-05,1
CUST00580,58.0,376689.24,140917.74,Business,498.0,36,7.19,2021-11-01,1
CUST00581,38.0,488641.97,156543.66,Education,586.0,52,17.96,2026-05-01,1
CUST00582,58.0,643065.03,93541.02,Home,582.0,39,31.36,2024-12-19,0
CUST00583,46.0,628306.09,135560.06,Business,662.0,43,39.31,2016-03-17,0
CUST00584,41.0,583245.95,154411.62,Business,552.0,48,37.75,2016-04-13,1
CUST00585,37.0,392254.0,111339.74,Education,785.0,47,52.71,2017-04-19,1
CUST00586,31.0,333200.88,90617.73,Business,653.0,42,20.13,2023-07-11,0
CUST00587,39.0,,41474.04,Business,950.0,43,24.9,2019-07-12,0
CUST00588,48.0,328871.29,141422.13,Business,777.0,50,25.83,2022-03-24,1
CUST00589,38.0,,101245.57,Business,649.0,44,21.32,2016-08-09,0
CUST00590,35.0,298599.04,724160.61,Business,682.0,50,12.92,2015-09-09,0
CUST00591,35.0,464180.41,212492.04,Education,590.0,41,28.73,2023-11-11,0
CUST00592,49.0,273012.17,41910.84,Car,540.0,57,46.96,2018-05-09,1
CUST00593,51.0,192818.39,264718.37,Business,601.0,40,34.06,2015-07-01,0
CUST00594,31.0,666438.45,97405.31,Education,,46,19.3,2017-06-26,1
CUST00595,31.0,348987.96,119433.01,Car,701.0,53,29.14,2018-09-18,1
CUST00596,42.0,291117.77,77883.82,Home,672.0,39,18.37,2019-08-28,0
CUST00597,55.0,256036.79,36306.65,Business,572.0,47,40.01,2025-04-22,1
CUST00598,51.0,546624.84,90783.61,Education,723.0,55,48.03,2017-04-12,0
CUST00599,24.0,879803.49,120673.88,Car,541.0,46,48.82,2021-12-10,1
CUST00600,35.0,361661.17,148113.67,Car,525.0,45,22.97,2018-02-27,1
CUST00601,28.0,397209.18,87656.42,Home,605.0,43,18.68,2020-09-23,1
CUST00602,,756014.56,26488.77,Other,806.0,44,52.71,2018-05-27,1
CUST00603,56.0,178934.87,39144.03,Business,802.0,37,21.65,2018-12-16,1
CUST00604,22.0,1182846.43,338138.81,Education,614.0,55,28.8,2021-11-23,1
CUST00605,20.0,1501612.59,51250.39,Car,596.0,34,33.81,2021-10-11,1
CUST00606,29.0,114328.51,232403.34,Business,519.0,48,27.08,2016-07-20,1
CUST00607,41.0,421362.33,56361.86,Education,656.0,53,44.03,2016-10-19,1
CUST00608,45.0,308823.9,771691.99,Other,663.0,48,8.01,2017-10-09,1
CUST00609,43.0,387555.41,143648.55,Home,713.0,52,37.47,2025-05-03,0
CUST00610,51.0,358903.01,60348.01,Home,723.0,41,14.47,2018-08-24,1
CUST00611,19.0,663895.18,256614.2,Education,634.0,54,19.86,2021-08-22,1
CUST00612,51.0,418199.99,103304.58,Home,,59,30.85,2020-02-29,1
CUST00613,35.0,280560.98,130158.8,Education,594.0,50,6.18,2019-01-26,0
CUST00614,46.0,405918.39,84072.58,Business,693.0,61,23.93,2015-06-09,1
CUST00615,23.0,572284.84,146566.15,Home,609.0,42,20.95,2020-01-27,1
CUST00616,38.0,244785.93,254555.88,Car,687.0,40,24.92,2026-06-26,0
CUST00617,41.0,194246.48,91238.15,Business,680.0,55,20.07,2025-10-24,1
CUST00618,51.0,1198248.42,278682.29,Business,656.0,35,28.94,2018-06-15,1
CUST00619,21.0,320868.5,68394.15,Car,714.0,39,17.85,2021-02-16,0
CUST00620,38.0,413049.83,156132.08,Home,524.0,47,26.32,2018-04-21,0
CUST00621,26.0,362616.94,132384.86,Education,565.0,44,30.79,2025-08-04,0
CUST00622,44.0,581894.16,51992.29,Car,628.0,53,53.99,2021-05-18,0
CUST00623,47.0,1073457.13,112227.78,Business,535.0,52,61.97,2025-07-29,1
CUST00624,52.0,591233.86,99153.02,Education,617.0,62,8.66,2024-10-25,0
CUST00625,32.0,207071.09,59164.96,Home,900.0,41,56.79,2018-10-07,0
CUST00626,48.0,221446.94,122369.63,Business,755.0,37,12.85,2020-04-01,0
CUST00627,53.0,362404.99,107772.06,Education,661.0,46,26.48,2021-07-18,0
CUST00628,20.0,386885.24,94508.76,Home,732.0,39,6.61,2017-11-10,0
CUST00629,45.0,187030.01,94736.39,Education,674.0,42,3.77,2024-07-23,0
CUST00630,49.0,,93525.92,Other,607.0,59,99.46,2021-07-03,1
CUST00631,35.0,257002.15,79172.18,Business,661.0,51,27.01,2017-05-20,1
CUST00632,25.0,933457.56,107355.44,Home,708.0,40,22.81,2020-07-20,0
CUST00633,48.0,1099445.26,67080.69,Business,745.0,44,33.39,2024-06-11,0
CUST00634,25.0,390769.53,486059.19,Home,639.0,42,23.22,2019-11-12,0
CUST00635,36.0,,42378.65,Education,900.0,48,47.64,2023-03-01,1
CUST00636,38.0,238954.01,69505.3,Education,513.0,46,32.07,2026-04-23,1
CUST00637,46.0,604307.32,72878.92,Home,624.0,45,42.52,2018-11-07,0
CUST00638,31.0,344863.44,335808.4,Car,463.0,54,14.6,2026-06-12,1
CUST00639,30.0,256884.63,44708.51,Other,794.0,51,7.55,2019-10-06,0
CUST00640,39.0,382824.72,127459.43,Home,698.0,57,51.32,2021-06-17,0
CUST00641,49.0,350503.51,114580.9,Business,599.0,39,34.41,2023-11-20,1
CUST00642,63.0,376028.53,120591.17,Business,561.0,42,10.03,2015-10-13,0
CUST00643,21.0,711293.16,207275.87,Education,732.0,61,10.18,2023-01-23,1
CUST00644,41.0,298745.17,204740.3,Home,561.0,49,29.39,2021-07-07,1
CUST00645,,1053376.73,75314.35,Home,569.0,56,40.27,2022-07-14,1
CUST00646,49.0,228084.21,110902.92,Home,589.0,45,12.77,2025-12-12,1
CUST00647,28.0,992234.88,32258.56,Education,659.0,57,70.89,2020-07-29,1
CUST00648,31.0,266131.2,104762.99,Other,700.0,42,43.91,2025-08-22,0
CUST00649,32.0,442189.31,61304.37,Business,745.0,54,53.76,2021-07-11,0
CUST00650,37.0,346245.02,88271.32,Home,734.0,51,28.85,2017-06-23,0
CUST00651,42.0,372553.4,35910.21,Home,650.0,42,27.12,2022-07-02,0
CUST00652,43.0,660451.27,125859.74,Home,732.0,48,9.24,2017-03-09,0
CUST00653,38.0,,35669.77,Other,596.0,51,14.71,2025-05-02,1
CUST00654,23.0,802319.63,107901.15,Home,504.0,52,24.7,2016-10-01,1
CUST00655,46.0,361338.99,47292.01,Home,596.0,54,35.04,2020-09-24,1
CUST00656,37.0,485108.38,59291.15,Education,585.0,36,30.76,2024-06-03,1
CUST00657,51.0,299227.99,197370.76,Education,599.0,39,4.53,2015-02-08,1
CUST00658,30.0,269473.37,140470.22,Home,573.0,48,12.17,2020-08-19,1
CUST00659,20.0,249409.04,196717.09,Business,613.0,45,32.19,2020-10-26,0
CUST00660,38.0,355476.12,251660.51,Home,700.0,41,35.66,2018-11-20,1
CUST00661,52.0,501221.21,62087.3,Home,787.0,35,19.81,2022-09-25,0
CUST00662,40.0,170091.6,242651.85,Home,512.0,35,41.37,2018-09-25,1
CUST00663,36.0,432277.55,380049.55,Car,547.0,47,40.95,2019-04-21,1
CUST00664,28.0,944123.78,154455.33,Other,587.0,35,95.19,2018-03-02,1
CUST00665,57.0,775261.39,73423.36,Education,711.0,36,27.26,2022-03-05,0
CUST00666,27.0,330184.86,56490.06,Business,634.0,42,19.23,2025-02-22,0
CUST00667,,220039.76,142725.99,Car,592.0,49,12.84,2017-01-15,1
CUST00668,44.0,556774.26,174027.9,Business,707.0,55,8.18,2019-09-16,0
CUST00669,18.0,138868.94,170955.92,Other,727.0,41,39.78,2017-08-06,0
