customer_id,age,gender,income,region,education,satisfaction_level,signup_date
CUST0408,39.0,Male,72584.18,East,Bachelors,Medium,2021-04-01
CUST0409,40.0,Male,42482.41,Central,Masters,Very High,2021-01-08
CUST0410,200.0,Male,54251.74,East,Masters,High,2022-11-15
CUST0411,44.0,Male,91367.24,North,Bachelors,High,2021-09-25
CUST0412,59.0,Female,41682.26,North,High School,High,2024-07-28
CUST0413,19.0,Male,24308.44,North,High School,High,2022-06-21
C0414X,43.0,Female,79892.28,East,Bachelors,Low,2021-11-27
CUST0415,34.0,Female,75458.89,Central,Bachelors,Medium,2023-06-24
CUST0416,57.0,Male,46774.59,North,PhD,Medium,2024-02-04
CUST0417,50.0,Female,52966.15,Central,High School,Medium,2023-05-26
CUST0418,26.0,Female,32951.17,East,Bachelors,High,2024-02-23
CUST0419,60.0,Female,56601.14,Central,High School,Medium,2021-01-20
CUST-0420A,65.0,Female,75986.45,East,High School,Medium,2021-08-18
CUST0421,56.0,Male,45233.11,East,Bachelors,Medium,2021-06-04
CUST0422,46.0,Male,70787.84,West,Bachelors,Low,2021-11-02
CUST0423,59.0,Male,63347.03,East,Bachelors,Medium,2024-01-23
CUST0424,43.0,Male,65400.7,East,,Medium,2021-03-15
CUST0425,52.0,Female,46282.43,South,Bachelors,Medium,2023-01-27
CUST0426,67.0,Male,48616.76,North,PhD,Low,2024-04-07
CUST0427,42.0,Female,21758.1,West,Masters,Medium,2024-02-06
CUST0428,41.0,Female,44799.95,West,Bachelors,High,2021-10-31
CUST0429,30.0,Male,75942.74,West,Masters,Medium,2023-05-31
CUST0430,24.0,Male,38272.02,South,Bachelors,Medium,2021-09-19
CUST0431,53.0,Female,40954.57,East,High School,High,2021-03-27
CUST0432,62.0,Female,66523.42,North,Masters,Medium,2022-09-24
CUST0433,37.0,,,Central,High School,Very High,2023-01-17
CUST0434,18.0,Male,67417.54,East,Bachelors,High,2021-03-23
CUST-0435A,25.0,Male,34062.03,South,Masters,Medium,2023-01-03
CUST0436,63.0,Male,101153.04,East,High School,High,2022-03-07
C0437X,33.0,Male,33116.44,East,,Medium,2024-10-28
CUST0438,,Female,57776.45,South,PhD,,2022-05-27
CUST0439,29.0,,52144.2,West,Bachelors,Medium,2024-09-27
CUST0440,68.0,,33640.45,West,High School,Very High,2021-07-30
CUST0441,40.0,Female,,North,Bachelors,Medium,2022-12-26
CUST0442,32.0,Female,55419.54,North,Bachelors,High,2024-02-21
CUST0443,45.0,Male,43300.48,West,Bachelors,High,2023-04-13
CUST0444,51.0,Male,71870.03,Central,PhD,Low,2024-06-25
CUST0445,19.0,Female,52090.74,East,Bachelors,Medium,2021-11-13
CUST0446,49.0,Male,30857.06,Central,Bachelors,High,2022-04-30
CUST0447,40.0,Female,29329.74,East,Masters,High,2021-11-29
CUST0448,39.0,Female,65910.97,West,Masters,Medium,2021-12-29
CUST0449,68.0,Male,28238.13,North,High School,High,2023-04-25
CUST-0450A,42.0,Female,,North,High School,Very High,2021-02-20
CUST0451,39.0,Female,63003.79,Central,High School,,2022-01-03
CUST0452,39.0,Female,37083.6,North,Bachelors,Low,2022-11-12
CUST0453,66.0,Female,71033.29,West,Bachelors,High,2023-04-24
CUST0454,69.0,Female,24079.71,,Bachelors,Medium,2024-10-03
CUST0455,59.0,Male,,East,PhD,Very High,2022-05-24
CUST0456,,Male,54264.56,North,Masters,Medium,2022-07-01
CUST0457,32.0,Female,52858.04,South,High School,Low,2021-11-23
CUST0458,60.0,Female,33797.86,North,Bachelors,High,2021-08-10
CUST0459,54.0,Male,38133.6,East,Bachelors,Medium,2023-02-23
C0460X,50.0,Male,84138.44,Central,Bachelors,Very High,2021-03-21
CUST0461,25.0,Female,76872.79,East,Bachelors,Very High,2023-08-22
CUST0462,61.0,Female,68357.52,South,Masters,High,2022-04-01
CUST0463,61.0,Female,71917.27,West,Bachelors,Low,2022-02-13
CUST0464,22.0,Female,70228.24,North,Bachelors,High,2023-08-01
CUST-0465A,56.0,Male,49179.59,Central,Masters,Low,2022-12-18
CUST0466,,Male,55856.86,West,Bachelors,Low,2022-09-18
CUST0467,23.0,Female,28494.85,East,High School,High,2022-04-12
CUST0468,62.0,Male,53385.48,Central,,Medium,2022-04-02
CUST0469,49.0,Male,76301.46,West,High School,Medium,2021-02-18
CUST0470,69.0,,43107.27,Central,PhD,Very High,2024-09-13
CUST0471,47.0,Female,73416.54,South,High School,Medium,2022-01-31
CUST0472,64.0,Female,56648.54,South,Bachelors,Medium,2023-03-28
CUST0473,52.0,Male,30063.31,North,Bachelors,Very High,2022-11-04
CUST0474,57.0,Male,,North,PhD,Low,2022-07-25
CUST0475,69.0,Female,71547.45,South,High School,High,2021-05-23
CUST0476,33.0,Other,64945.43,Central,High School,Very High,2022-07-26
CUST0477,30.0,Male,56831.75,South,High School,Very High,2022-12-21
CUST0478,67.0,Female,,North,High School,High,2024-08-06
CUST0479,59.0,Male,58790.22,South,High School,Medium,2023-11-10
CUST-0480A,47.0,Female,70845.33,South,Bachelors,Medium,2023-03-30
CUST0481,36.0,Male,81565.36,Central,High School,High,2024-10-23
CUST0482,34.0,Male,82426.32,West,High School,Very High,2024-01-04
C0483X,36.0,Female,61695.28,North,Masters,High,2022-11-10
CUST0484,45.0,Female,51905.23,Central,Bachelors,Medium,2021-02-26
CUST0485,43.0,Male,57632.46,South,Bachelors,Low,2021-08-25
CUST0486,54.0,Female,64398.17,South,Bachelors,Low,2022-06-19
CUST0487,43.0,Male,,West,PhD,High,2022-01-01
CUST0488,40.0,Female,78543.76,North,High School,Medium,2024-04-04
CUST0489,26.0,Male,93083.6,North,Masters,Very High,2022-06-28
CUST0490,29.0,Female,51305.42,East,Masters,High,2021-03-20
CUST0491,,Male,93805.93,North,High School,Medium,2021-08-11
CUST0492,18.0,Female,76100.31,West,PhD,High,2024-05-06
CUST0493,64.0,Female,53185.19,East,High School,Medium,2023-06-09
CUST0494,51.0,Female,81974.17,East,High School,High,2022-12-09
CUST-0495A,49.0,Female,85341.67,South,Masters,High,2022-10-05
CUST0496,65.0,Female,46714.68,South,Masters,High,2023-06-13
CUST0497,,Male,86179.87,North,Bachelors,High,2024-05-26
CUST0498,57.0,Male,74351.49,East,High School,Medium,2023-11-14
CUST0499,62.0,Female,97634.06,South,Bachelors,Low,2021-08-25
CUST0500,18.0,Male,47367.31,West,Masters,High,2023-02-28
